ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,7.5,,1004,,,False,Dual,United States,False,,Drum,,,No,Top,Agitator,LWNA62SP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.79915674169,1.0,0.0,8.02,"NORMAL, Warm Wash Temp, Extra Large Load size & High Efficiency Option setting","Australia,New Zealand",8.03,73223,Approved,108.8,0.0,Non-Drum,0.76,,2018-09-04,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Westinghouse,6,78,500,"Regular wash, Full water level, Cold temp, No soak, Eco rinse",76.2,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Agitator,WWT6041,AS/NZS 2040.1:2005/Amdt 3:2010,2.0476605203,2.0,0.0,1.264,"Regular wash, Full water level, Warm temp, No soak, Eco rinse",New Zealand,0.634,79017,Approved,67.1,76.2,Non-Drum,0.72,,2019-03-03,,Single product class,Available,,http://www.westinghouse.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,7.5,85,643,Regular wash; Full water level; Eco; Cold,75.0,False,Dual,Thailand,False,,Drum,,30.1,No,Top,Agitator,SWT704,AS/NZS 2040.1:2005/Amdt 3:2010,2.01636680949,2.0,0.0,1.504,Regular wash; Full water level; Eco; Warm,"Australia,Fiji,New Zealand",0.584,55961,Approved,81.0,105.1,Non-Drum,0.68,,2016-01-31,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,7.5,85,643,Regular wash; Full water level; Eco; Cold,75.0,False,Dual,Thailand,False,,Drum,,30.1,No,Top,Agitator,SWT754,AS/NZS 2040.1:2005/Amdt 3:2010,2.01636680949,2.0,0.0,1.504,Regular wash; Full water level; Eco; Warm,"Australia,Fiji,New Zealand",0.584,55961,Approved,81.0,105.1,Non-Drum,0.68,,2016-01-31,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,6,78,453,Regular wash; Full water level; Eco; Cold,60.4,False,Dual,Thailand,False,,Drum,,21.2,No,Top,Agitator,SWT604,AS/NZS 2040.1:2005/Amdt 3:2010,2.31580415872,2.0,0.0,1.722,Regular wash; Full water level; Eco; Warm,"Australia,Fiji,New Zealand",0.654,55890,Approved,68.0,81.6,Non-Drum,0.7,,2016-02-03,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,9.5,113,830,Regular; Eco; 850rpm; cold,91.4,False,Dual,Thailand,True,,Drum,,42.3,No,Top,Agitator,SWT951,AS/NZS 2040.1:2005/Amdt 3:2010,2.00180018287,2.0,0.0,5.34,Regular; Eco; 850rpm; warm,"Australia,Fiji,New Zealand",0.24,60592,Approved,88.0,133.7,Non-Drum,0.65,,2016-08-24,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,8,107,699,Regular; Eco; 850rpm,80.8,False,Dual,Thailand,True,,Drum,,34.9,No,Top,Agitator,SWT801,AS/NZS 2040.1:2005/Amdt 3:2010,2.02490865322,2.0,0.0,5.337,Regular; Eco; 850rpm; warm,"Australia,Fiji,New Zealand",0.317,60578,Approved,84.0,115.7,Non-Drum,0.625,,2016-08-24,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,99,832,Normal,119.33,False,Dual,"""Korea, Republic of""",True,670.0,Non Drum,1020.0,1.0,No,Top,Impeller,WF-T857,AS/NZS 2040.1:2005/Amdt 3:2010,1.61549661669,1.5,2.3e-05,1.134,Normal,"Australia,New Zealand",1.12,76235,Approved,60.0,120.33,Non-Drum,0.76,632.0,2018-10-14,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Smeg,8,0,400,N/A,0.0,False,Dual,Turkey,True,,Drum,,0.0,Yes on the warm wash program only,Front,,SAWS8160,AS/NZS 2040.1:2005/Amdt 3:2010,3.54929722486,3.5,0.00017,0.39,"Cottons Eco, 40 degrees, 1600rpm","Australia,New Zealand",0.39,88630,Approved,269.71,0.0,Drum,0.50775,,2020-04-28,,Single product class,Available,,http://www.smeg.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,8,,530,,,False,Dual,United States,True,,Drum,,,No,Top,Impeller,6AWTW5700XW1,AS/NZS 2040.1:2005/Amdt 3:2010,2.50285192016,2.5,0.0,1.051,"Whites, Warm Temp, Medium Soil Level, Deep Clean, Presoak, High Spin Speed","Australia,Fiji,New Zealand",1.135,63486,Approved,88.75,0.0,Non-Drum,0.8,,2017-03-18,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,525,,63.3,False,Cold,China,True,,Drum,,0.4,Yes on both the warm and cold wash programs,Front,Drum,WFS1073DD,AS/NZS 2040.1:2005/Amdt 3:2010,2.50787873295,2.5,0.0,1.43,Cotton 60 degree C; 1000 rpm,"Australia,Fiji,New Zealand",0.08,55575,Approved,208.26,63.7,Drum,0.6879,,2016-02-06,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,430,,56.4,False,Dual,China,True,,Drum,,7.6,Yes on both the warm and cold wash programs,Front,Drum,WFS1274CD,AS/NZS 2040.1:2005/Amdt 3:2010,3.03080535297,3.0,0.0,2.06,Cotton 60 degree C; Eco; 1200 rpm,"Australia,Fiji,New Zealand",0.1,56526,Approved,233.62,64.0,Drum,0.64402,,2016-04-27,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,430,,56.4,False,Dual,China,True,,Drum,,7.6,Yes on both the warm and cold wash programs,Front,Drum,WFS1274CR,AS/NZS 2040.1:2005/Amdt 3:2010,3.03080535297,3.0,0.0,2.06,Cotton 60 degree C; Eco; 1200 rpm,"Australia,Fiji,New Zealand",0.1,56526,Approved,233.62,64.0,Drum,0.64402,,2016-04-27,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,430,,56.4,False,Dual,China,True,,Drum,,7.6,Yes on both the warm and cold wash programs,Front,Drum,WFS1274CB,AS/NZS 2040.1:2005/Amdt 3:2010,3.03080535297,3.0,0.0,2.06,Cotton 60 degree C; Eco; 1200 rpm,"Australia,Fiji,New Zealand",0.1,56526,Approved,233.62,64.0,Drum,0.64402,,2016-04-27,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,190,588,,,False,Dual,China,True,721.0,Drum,1020.0,,Yes on the warm wash program only,Top,Impeller,WTG16032VH,AS/NZS 2040.1:2005/Amdt 3:2010,3.00353825609,3.0,0.00011,0.27,"Eco Cotton, Spin Ultra, Rinse 5, Wash 6, Water Level 2, Cold wash, Hot wash, Soak 1:00","Australia,New Zealand",0.27,88755,Approved,181.0,0.0,Non-Drum,0.61974,686.0,2020-04-20,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,190,588,,,False,Dual,China,True,721.0,Drum,1020.0,,Yes on the warm wash program only,Top,Impeller,WTG16032WH,AS/NZS 2040.1:2005/Amdt 3:2010,3.00353825609,3.0,0.00011,0.27,"Eco Cotton, Spin Ultra, Rinse 5, Wash 6, Water Level 2, Cold wash, Hot wash, Soak 1:00","Australia,New Zealand",0.27,88755,Approved,181.0,0.0,Non-Drum,0.61974,686.0,2020-04-20,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HIGHLANDER,7,71,318,Cotton 0; 1200 rpm,58.4,True,Dual,China,True,,Drum,,0.8,Yes on the warm wash program only,Front,,XQG70-DA112PE,AS/NZS 2040.1:2005/Amdt 3:2010,3.5180224904,3.5,0.0,1.12,Cotton 60; 1200 rpm,"Australia,Fiji,New Zealand",0.94,75441,Approved,228.1,59.2,Drum,0.663,,2019-03-10,,Single product class,Unavailable,http://www.crossmarkasia.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8,85,360,,82.19,False,Dual,Thailand,True,,Non Drum,,15.33,No,Top,Agitator,WA80T65F*,AS/NZS 2040.1:2005/Amdt 3:2010,3.71,3.5,0.0004,1.2,Default; Warm/Cold; Eco (Save Water ++),"Australia,Fiji,New Zealand",0.0,56651,Approved,59.0,97.52,Non-Drum,0.58,,2016-05-14,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Smart,8,,586,,,False,Dual,China,True,685.0,Non Drum,1045.0,,No,Top,Impeller,STWM801,AS/NZS 2040.1:2005/Amdt 3:2010,2.35097764561,2.0,0.0,0.01,"Normal, Hot & Cold, Water Level 5",Australia,0.01,79422,Approved,65.5,0.0,Non-Drum,0.73,660.0,2019-04-14,,Single product class,Available,,http://www.appliancesoutlet.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BMC,4.5,8,464,None,,False,Dual,China,True,536.0,Non Drum,915.0,,No,Top,,BTWM451,AS/NZS 2040.1:2005/Amdt 3:2010,1.45907314975,1.0,0.0,1.001,"Program: Fuzzy Water level: 7 Cycle: Wash, rinse, spin","Australia,New Zealand",1.011,61305,Approved,56.8,0.0,Drum,0.79,526.0,2016-11-28,,Single product class,Unavailable,,http://NA,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,188,280,"Normal, Cold, 1400 rpm.",66.02,True,Cold,"""Korea, Republic of""",True,645.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,Drum,DWC-LD1432,AS/NZS 2040.1:2005/Amdt 3:2010,4.37228161753,4.0,0.0,0.37,"Normal, 40 deg C, 1400 rpm","Australia,Fiji,New Zealand",0.37,78986,Approved,243.0,67.02,Drum,0.56,600.0,2019-02-20,,Single product class,Available,,http://Daewoo Electronics Corp.,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,7,,180,Normal 40c,60.0,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6984,AS/NZS 2040.1:2005/Amdt 3:2010,5.03329514733,5.0,0.21,0.21,Normal 40c,Australia,0.28,53512,Approved,186.0,60.0,Drum,0.49,595.0,2015-09-19,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,7,,180,Normal 40c,60.0,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6884,AS/NZS 2040.1:2005/Amdt 3:2010,5.03329514733,5.0,0.21,0.21,Normal 40c,Australia,0.28,53512,Approved,186.0,60.0,Drum,0.49,595.0,2015-09-19,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,7,,180,Normal 40c,60.0,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6564,AS/NZS 2040.1:2005/Amdt 3:2010,5.03329514733,5.0,0.21,0.21,Normal 40c,Australia,0.28,53512,Approved,186.0,60.0,Drum,0.49,595.0,2015-09-19,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,7,,180,Normal 40c,60.0,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6444,AS/NZS 2040.1:2005/Amdt 3:2010,5.03329514733,5.0,0.21,0.21,Normal 40c,Australia,0.28,53512,Approved,186.0,60.0,Drum,0.49,595.0,2015-09-19,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,9.5,123,820,"Regular wash, Auto water level, Cold temp, No soak, Eco rinse",136.3,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Agitator,SWT9542,AS/NZS 2040.1:2005/Amdt 3:2010,2.06423402811,2.0,0.0,3.959,"Regular wash, Auto water level, Warm temp,No soak, Eco rinse","Australia,Fiji,New Zealand",0.154,77053,Approved,100.5,136.3,Non-Drum,0.62,,2018-11-18,,Single product class,Available,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Telmann,4.5,0,464,Not conducted,,False,Dual,China,True,536.0,Non Drum,908.0,,No,Top,Agitator,XQB50-99062GU,AS/NZS 2040.1:2005/Amdt 3:2010,1.4590622658,1.0,0.0,1.0,"Normal; Water Level 7;Cycle: wash, rinse,spin; Temp:Warm","Australia,Fiji,New Zealand",1.0,61744,Approved,57.0,0.0,Non-Drum,0.79,526.0,2016-11-13,,Single product class,Unavailable,,http://www.tempoaustralia.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,8.5,106,756,"Regular wash, Auto water level, Cold temp, No soak, Eco rinse, Cold",118.5,False,Dual,Tokelau,False,,Drum,,0.0,No,Top,Agitator,SWT8542,AS/NZS 2040.1:2005/Amdt 3:2010,2.01313852762,2.0,0.0,4.147,"Regular wash, Auto water level, Warm temp, No soak,Eco rinse","Australia,Fiji,New Zealand",0.157,77081,Approved,91.9,118.5,Non-Drum,0.59,,2018-11-18,,Single product class,Available,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,195,400,"Water saving, 40°C, Intensive, Bubble wash, 3 rinses, 1400 RPM",68.7,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WF1804WPC,AS/NZS 2040.1:2005/Amdt 3:2010,3.53036948969,3.5,0.00022,0.33,"Water saving, 40°C, Intensive, Bubble wash, 3 rinses, 1400 RPM","Australia,Fiji,New Zealand",0.34,61520,Approved,221.07,68.7,Drum,0.51963,,2016-10-17,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,10,,370,Normal 40c,,False,Cold,Slovenia,True,700.0,Drum,850.0,,Yes on the warm wash program only,Front,,WMC84,AS/NZS 2040.1:2005/Amdt 3:2010,4.14038306736,4.0,0.28,2.8,Normal 40c,"Australia,Fiji,New Zealand",0.28,78355,Approved,202.0,0.0,Drum,0.56,595.0,2019-01-14,,Single product class,Unavailable,http://www.gorenje.si/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MEC,8,54,588,,,False,Dual,China,True,,Non Drum,,,No,Top,Impeller,WM08E,AS/NZS 2040.1:2005/Amdt 3:2010,2.34287585387,2.0,0.0,0.01,"Normal, Hot & Cold, Water Level 5","Australia,New Zealand",0.01,75205,Approved,65.5,0.0,Non-Drum,0.73008,,2018-11-25,,Single product class,Unavailable,,http://www.maximhousewares.com/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
