Submit_ID,Brand_Reg,Model_No,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL,Star Image Large,Star Image Small
58946,Panasonic,TH-42PF30W,"Australia,New Zealand",Japan,105.7,4770.8,Plasma,0.25,14.0,6.01,239.82,1.0,1.43,907.0,Approved,2016-07-18,,Single product class,Unavailable,-0.131746494745,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
56541,Panasonic,TH-L32E30A,Australia,"Japan,China,Malaysia",80.1,2743.1,LCD (LED),0.2,0.15,11.6,44.0,7.0,7.047,163.0,Approved,2016-03-28,,Single product class,Unavailable,5.48477013986,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
58455,Panasonic,TH-P65VT30A,Australia,Japan,165.0,11558.0,Plasma,0.4,0.3,14.0,249.0,5.0,5.016,913.0,Approved,2016-06-04,,Single product class,Unavailable,3.4543201512,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
67207,Panasonic,TH-65PF50W,"Australia,New Zealand",Japan,164.499,11558.04,Plasma,0.36,11.3,14.0,275.4,4.0,4.33454334007,1063.0,Approved,2017-08-20,,Single product class,Unavailable,1.33274193893,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
65962,Panasonic,TH-L39EM5A,Australia,Malaysia,97.965,4099.2,LCD (LED),0.25,15.6,0.15,56.0,7.0,7.46436165696,207.0,Approved,2017-06-21,,Single product class,Unavailable,4.46274275093,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
65038,Panasonic,TH-L32E5AW,Australia,Malaysia,80.005,2729.18,LCD (LED),0.25,8.3,0.15,39.0,7.0,7.55334912226,145.0,Approved,2017-05-15,,Single product class,Unavailable,4.55185003447,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
56748,Panasonic,TH-L32DT30A,Australia,"Japan,China,Malaysia",80.1,2743.1,LCD (LED),0.25,0.15,16.1,68.9,5.0,5.059,254.0,Approved,2016-03-28,,Single product class,Unavailable,3.49688358163,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
63741,Panasonic,TH-L47ET5A,Australia,"Malaysia,China,Japan",119.324,6084.0,LCD (LED),0.2,15.2,0.15,82.0,7.0,7.32279107251,302.0,Approved,2017-03-20,,Single product class,Unavailable,4.32108442048,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
61853,AWA,MSDV2645-O3,Australia,China,66.174,1869.48,LCD (LED),0.46,0.0,0.0,37.9,6.0,6.04864778456,152.0,Approved,2016-12-10,,Single product class,Unavailable,4.04864778456,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
59012,Panasonic,TH-P65ST30A,Australia,Japan,165.0,11558.0,Plasma,0.4,0.3,13.0,222.0,5.5,5.531,814.0,Approved,2016-07-18,,Single product class,Unavailable,3.96867745132,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
